2,8.34057,46.04,78812
4,3.14213,488.84,68380
8,8.36191,734.76,68468
16,9.10681,2698.64,88116
32,8.90515,11039,118388
64,8.76289,44872.9,311920
128,8.41113,186998,947224
256,8.07244,779375,3675472
512,3.21782,7.82077e+06,14353528
1024,3.06781,3.28128e+07,56497620
2048,5.36777,7.50131e+07,200773256
4096,10.4407,1.54263e+08,774339400
